"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"5064",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6355,24,"Critical","yes"
"5065",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,7574,25,"Critical","yes"
"5066",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6308,26,"Critical","yes"
"5067",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,5754,27,"Critical","yes"
"5068",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,7023,28,"Critical","yes"
"5069",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6794,29,"Critical","yes"
"5070",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,7017,30,"Critical","yes"
"5074",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,7378,34,"Critical","yes"
"5077",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,5910,37,"Critical","yes"
"5080",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6461,40,"Critical","yes"
"5082",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6962,42,"Critical","yes"
"5084",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,8708,44,"Critical","yes"
"5087",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","functional","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,8278,47,"Critical","yes"
"5088",111,25,"","Abitur","without",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6605,48,"Critical","yes"
"5093",111,25,"","Abitur","with",544283,"1,6904E+12","1,6904E+12","lexical","männlich","deutsch","auditory","63e541ce8f1afa32cc7d1627","64c16d98dabae4eae68ba193","64ba4c8d312ce994ea1f9971",7,6617,53,"Critical","yes"
"5097",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,19772,1,"Critical","yes"
"5099",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,9971,3,"Critical","yes"
"5102",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,9113,6,"Critical","yes"
"5103",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,12089,7,"Critical","yes"
"5104",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8837,8,"Critical","yes"
"5105",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8967,9,"Critical","yes"
"5106",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,9476,10,"Critical","yes"
"5108",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8487,12,"Critical","yes"
"5109",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",5,11582,13,"Critical","yes"
"5110",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8938,14,"Critical","yes"
"5111",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,7884,15,"Critical","yes"
"5113",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8430,17,"Critical","yes"
"5115",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8739,19,"Critical","yes"
"5116",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,9231,20,"Critical","yes"
"5118",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8660,22,"Critical","yes"
"5123",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8780,27,"Critical","yes"
"5124",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",5,9912,28,"Critical","yes"
"5127",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,7923,31,"Critical","yes"
"5130",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",6,7840,34,"Critical","yes"
"5131",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,7408,35,"Critical","yes"
"5132",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",6,9056,36,"Critical","yes"
"5137",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8711,41,"Critical","yes"
"5140",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,7910,44,"Critical","yes"
"5143",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8150,47,"Critical","yes"
"5145",114,28,"","Höherer Abschluss","without",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,7618,49,"Critical","yes"
"5146",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8646,50,"Critical","yes"
"5149",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8802,53,"Critical","yes"
"5150",114,28,"","Höherer Abschluss","with",657595,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","auditory","6107105781cdd7e12f745d68","64c16e012c9942d83d210ac4","64ba4c8d312ce994ea1f9971",7,8693,54,"Critical","yes"
"5153",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",6,16083,1,"Critical","yes"
"5157",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,31747,5,"Critical","yes"
"5158",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",5,9977,6,"Critical","yes"
"5159",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,9703,7,"Critical","yes"
"5162",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,11019,10,"Critical","yes"
"5164",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,12107,12,"Critical","yes"
"5165",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",6,10054,13,"Critical","yes"
"5167",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,10343,15,"Critical","yes"
"5169",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,11372,17,"Critical","yes"
"5170",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,11957,18,"Critical","yes"
"5171",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,13152,19,"Critical","yes"
"5173",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,9447,21,"Critical","yes"
"5174",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,9189,22,"Critical","yes"
"5175",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",6,9803,23,"Critical","yes"
"5178",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8974,26,"Critical","yes"
"5179",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8422,27,"Critical","yes"
"5180",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,10745,28,"Critical","yes"
"5182",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,35100,30,"Critical","yes"
"5183",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,10454,31,"Critical","yes"
"5192",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,10555,40,"Critical","yes"
"5193",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,10279,41,"Critical","yes"
"5196",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8509,44,"Critical","yes"
"5200",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,9424,48,"Critical","yes"
"5201",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8746,49,"Critical","yes"
"5202",112,29,"","Abitur","without",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",5,13122,50,"Critical","yes"
"5203",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8434,51,"Critical","yes"
"5207",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,8912,55,"Critical","yes"
"5208",112,29,"","Abitur","with",2397847,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5debfbcc3a11682f0fae8b29","64c166910743312084939055","64ba4c8d312ce994ea1f9971",7,9200,56,"Critical","yes"
"5210",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,7778,2,"Critical","yes"
"5211",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,8611,3,"Critical","yes"
"5212",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6751,4,"Critical","yes"
"5214",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,12772,6,"Critical","yes"
"5218",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6309,10,"Critical","yes"
"5220",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6531,12,"Critical","yes"
"5221",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,4941,13,"Critical","yes"
"5222",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,12301,14,"Critical","yes"
"5224",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,7578,16,"Critical","yes"
"5225",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,7002,17,"Critical","yes"
"5228",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6160,20,"Critical","yes"
"5229",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,8101,21,"Critical","yes"
"5230",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,5709,22,"Critical","yes"
"5231",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,7947,23,"Critical","yes"
"5233",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,8068,25,"Critical","yes"
"5234",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,8480,26,"Critical","yes"
"5236",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,8448,28,"Critical","yes"
"5241",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6793,33,"Critical","yes"
"5245",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,14937,37,"Critical","yes"
"5247",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,7105,39,"Critical","yes"
"5248",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6866,40,"Critical","yes"
"5251",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,5508,43,"Critical","yes"
"5253",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6796,45,"Critical","yes"
"5256",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,6655,48,"Critical","yes"
"5257",113,27,"","Höherer Abschluss","with",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,4722,49,"Critical","yes"
"5258",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","lexical","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,4539,50,"Critical","yes"
"5259",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,5403,51,"Critical","yes"
"5260",113,27,"","Höherer Abschluss","without",690820,"1,6904E+12","1,6904E+12","functional","weiblich","Deutsch","written","62c549c43265b47996b6fda8","64c16d965767c5010c4c9a84","64ba4c8d312ce994ea1f9971",7,4951,52,"Critical","yes"
"5268",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8273,4,"Critical","yes"
"5269",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8933,5,"Critical","yes"
"5270",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7714,6,"Critical","yes"
"5271",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7773,7,"Critical","yes"
"5274",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7153,10,"Critical","yes"
"5275",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7820,11,"Critical","yes"
"5276",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8420,12,"Critical","yes"
"5279",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7581,15,"Critical","yes"
"5280",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,6109,16,"Critical","yes"
"5283",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8017,19,"Critical","yes"
"5284",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7711,20,"Critical","yes"
"5285",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","lexical","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8065,21,"Critical","yes"
"5286",115,25,"","Bachelor","without",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,8222,22,"Critical","yes"
"5288",115,25,"","Bachelor","with",646104,"1,6904E+12","1,6904E+12","functional","männlich","Deutsch","auditory","5fe211d284b3a9d2a78a8592","64c16e34ddd3785f25645372","64ba4c8d312ce994ea1f9971",7,7408,24,"Critical","yes"
